No.,Planet Name,Planet Host,Num Stars,Num Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period Days,Orbit Semi-Major Axis,Mass,Eccentricity,Insolation Flux,Equilibrium Temperature,Spectral Type,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Metallicity,Stellar Metallicity Ratio,Stellar Surface Gravity,Distance,Gaia Magnitude
998,HD 81040 b,HD 81040,1,1,Radial Velocity,2005,Multiple Observatories,1001.70001,1.94,2310.6241,0.53,,,,5755,0.91,1.05,-0.03,[Fe/H],4.54,34.4341,7.55543
999,HD 81688 b,HD 81688,1,1,Radial Velocity,2007,Okayama Astrophysical Observatory,184.02,0.81,858.1,0,,,,4753,13,2.1,-0.359,[Fe/H],2.22,85.7183,5.12598
1000,HD 81817 b,HD 81817,1,1,Radial Velocity,2020,Bohyunsan Optical Astronomical Observatory,1047.1,3.3,8613.193,0.17,,,K3 III,4140,83.8,4.3,-0.17,[Fe/H],1.3,269.126,3.80122
1001,HD 82886 b,HD 82886,1,1,Radial Velocity,2011,W. M. Keck Observatory,705,1.58,740.5439,0.07,,,,4953,5.26,2.53,-0.31,[Fe/H],3.4,127.061,7.38096
1002,HD 82943 b,HD 82943,1,2,Radial Velocity,2003,La Silla Observatory,441.47,1.18306,534.25,0.162,,,,5935,1.18,1.08,0.26,[M/H],4.33,27.5902,6.38964
1003,HD 82943 c,HD 82943,1,2,Radial Velocity,2003,La Silla Observatory,220.078,0.74345,622.603,0.3663,,,,5935,1.18,1.08,0.26,[M/H],4.33,27.5902,6.38964
1004,HD 8326 b,HD 8326,1,1,Radial Velocity,2019,Las Campanas Observatory,158.991,0.533,66.6,0.2,,,K2 V,4914,,0.8,,,,30.6862,8.47487
1005,HD 83443 b,HD 83443,1,1,Radial Velocity,2002,Multiple Observatories,2.9857,0.04,108.0622,0.01,,,,5442,0.94,0.79,0.35,[Fe/H],4.39,40.8991,8.0265
1006,HD 8535 b,HD 8535,2,1,Radial Velocity,2010,La Silla Observatory,1313,2.45,216.1244,0.15,,,G0 V,6136,1.19,1.13,0.06,[Fe/H],4.46,55.4401,7.56066
1007,HD 85390 b,HD 85390,1,1,Radial Velocity,2009,La Silla Observatory,799.52,1.373,31.46517,0.5,,,,5186,,0.76,,,4.41,33.5225,8.29462
1008,HD 85512 b,HD 85512,1,1,Radial Velocity,2011,La Silla Observatory,58.43,0.26,3.1783,0.11,,,,4300,0.71,0.43,-0.26,[Fe/H],4.36,11.281,7.18726
1009,HD 8574 b,HD 8574,1,1,Radial Velocity,2002,Haute-Provence Observatory,227,0.76,645.1949,0.3,,,,6064,1.38,1.34,0.01,[Fe/H],4.28,44.8264,6.98345
1010,HD 86081 b,HD 86081,2,1,Radial Velocity,2006,W. M. Keck Observatory,2.1378431,0.0346,470.3884,0.0119,,,F8,5939,1.46,1.21,0.22,[Fe/H],,103.936,8.58804
1011,HD 86226 b,HD 86226,1,2,Radial Velocity,2009,Las Campanas Observatory,1628,2.73,143.0235,0.059,,176,G1 V,5863,1.05,1.02,0.018,[Fe/H],4.4,45.683,7.7713
1012,HD 86226 c,HD 86226,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.98442,0.049,7.25,0.075,,1311,G1 V,5863,1.05,1.02,0.018,[Fe/H],4.4,45.683,7.7713
1013,HD 86264 b,HD 86264,1,1,Radial Velocity,2009,Lick Observatory,1475,2.86,2224.81,0.7,,,,6210,1.88,1.42,0.202,[Fe/H],4.02,67.8107,7.28372
1014,HD 8673 b,HD 8673,2,1,Radial Velocity,2009,Thueringer Landessternwarte Tautenburg,1634,3.02,4513,0.723,,,,6389.05,1.5,1.28,0.147,[M/H],4.19,37.8619,6.2242
1015,HD 86950 b,HD 86950,1,1,Radial Velocity,2016,Multiple Observatories,1270,2.72,1144.188,0.17,,,K1 III,4805,8.8,1.66,0.04,[Fe/H],2.66,209.839,7.17997
1016,HD 87646 b,HD 87646,3,1,Radial Velocity,2016,Apache Point Observatory,13.481,0.117,3941.092,0.05,,,G,5770,1.55,1.12,-0.17,[Fe/H],4.1,73.58352,7.9295
1017,HD 87883 b,HD 87883,1,1,Radial Velocity,2009,Lick Observatory,2754,3.58,489.4582,0.53,,,,4915,0.79,0.66,0.05,[Fe/H],4.47,18.2912,7.27194
1018,HD 88133 b,HD 88133,1,1,Radial Velocity,2004,W. M. Keck Observatory,3.414884,0.0479,90.42263,0.031,,,,5392,2.2,1.26,,,3.88,73.6123,7.80979
1019,HD 89307 b,HD 89307,1,1,Radial Velocity,2009,Lick Observatory,2166,3.27,670.6213,0.2,,,,5955,1.1,1.27,-0.13,[Fe/H],4.46,32.0104,6.86817
1020,HD 89345 b,HD 89345,1,1,Transit,2018,K2,11.8143,0.1066,34.9613,0.22,,1089,,5576,1.75,1.16,0.421,[Fe/H],4.02,132.345,9.21702
1021,HD 89744 b,HD 89744,2,1,Radial Velocity,1999,Fred Lawrence Whipple Observatory,256.78,0.917,2653.8805,0.677,,,,6291,,1.86,,,4.07,38.6364,5.60551
1022,HD 90156 b,HD 90156,1,1,Radial Velocity,2009,La Silla Observatory,49.77,0.25,17.98,0.31,,,,5599,,0.84,-0.24,[Fe/H],4.48,21.9496,6.73951
1023,HD 9174 b,HD 9174,1,1,Radial Velocity,2016,Multiple Observatories,1179,2.2,352.7913,0.12,,,G8 IV,5577,1.67,1.03,0.39,[Fe/H],4.03,81.4893,8.22923
1024,HD 92788 b,HD 92788,1,2,Radial Velocity,2000,Multiple Observatories,325.803,0.97,1195.0408,0.35,,,G6 V,5744,1.14,1.15,0.27,[Fe/H],4.39,34.6538,7.13929
1025,HD 92788 c,HD 92788,1,2,Radial Velocity,2019,La Silla Observatory,11611.2975,10.5,1166.4361,0.46,,,G6 V,5744,1.14,1.15,0.27,[Fe/H],4.39,34.6538,7.13929
1026,HD 92987 b,HD 92987,1,1,Radial Velocity,2019,La Silla Observatory,10354.8375,9.62,5364.9704,0.21,,,G2/G3 V,5770,1.58,1.08,-0.08,[Fe/H],4,43.5339,6.85987
1027,HD 93083 b,HD 93083,1,1,Radial Velocity,2005,La Silla Observatory,143.58,0.477,117.59,0.14,,,K3 V,4995,,0.7,0.15,[Fe/H],4.26,28.5159,8.04206
1028,HD 93385 b,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,7.3426,0.0756,4.2,0.295,,,G2/G3 V,5977,,1.04,0.02,[Fe/H],4.42,43.3475,7.33769
1029,HD 93385 c,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,13.18,0.112,7.1,0.2,,,G2/G3 V,5977,,1.04,0.02,[Fe/H],4.42,43.3475,7.33769
1030,HD 93385 d,HD 93385,1,3,Radial Velocity,2021,La Silla Observatory,45.85,0.2565,8.7,0.09,,,G2/G3 V,5977,,1.04,0.02,[Fe/H],4.42,43.3475,7.33769
1031,HD 9446 b,HD 9446,1,2,Radial Velocity,2009,Haute-Provence Observatory,30.052,0.189,222.472,0.2,,,G5 V,5793,1,1,0.09,[Fe/H],4.53,50.3503,8.2095
1032,HD 9446 c,HD 9446,1,2,Radial Velocity,2009,Haute-Provence Observatory,192.9,0.654,578.426,0.06,,,G5 V,5793,1,1,0.09,[Fe/H],4.53,50.3503,8.2095
1033,HD 94834 b,HD 94834,1,1,Radial Velocity,2018,W. M. Keck Observatory,1576,2.74,400.4658,0.14,,,,4798,4.2,1.11,,,3.22,98.1609,7.30241
1034,HD 95086 b,HD 95086,1,1,Imaging,2013,Paranal Observatory,,55.7,1589,,,1000,,,,1.6,,,,86.2279,7.30915
1035,HD 95089 b,HD 95089,1,2,Radial Velocity,2009,W. M. Keck Observatory,464.4,1.36,400.4658,0.119,,,,4918,5.08,1.54,,,3.24,136.957,7.66056
1036,HD 95089 c,HD 95089,1,2,Radial Velocity,2018,W. M. Keck Observatory,1785,3.33,1096.5135,0.284,,,,4918,5.08,1.54,,,3.24,136.957,7.66056
1037,HD 95127 b,HD 95127,1,1,Radial Velocity,2015,McDonald Observatory,482,1.28,3378.5329,0.11,,,,4218,41.01,3.7,-0.18,[Fe/H],1.78,676.579,7.72111
1038,HD 95338 b,HD 95338,1,1,Radial Velocity,2020,Las Campanas Observatory,55.087,0.262,42.44,0.197,7.42,385,K0.5 V,5212,0.87,0.83,0.04,[Fe/H],4.54,36.9941,8.38213
1039,HD 95544 b,HD 95544,1,1,Radial Velocity,2021,Haute-Provence Observatory,2172,3.386,2173.9463,0.043,0.1,156,G3 V,5722,1.09,1.09,0.11,[Fe/H],4.07,87.8049,8.210671
1040,HD 95735 c,GJ 411,1,2,Radial Velocity,2021,Multiple Observatories,3190,3.1,18.05265,0.14,,,,3719.95,0.37,0.39,-0.361,[Fe/H],4.9,5.675773,
1041,HD 95872 b,HD 95872,1,1,Radial Velocity,2015,Multiple Facilities,4375,5.15,1188.6842,0.06,,,,5312,0.84,0.7,0.41,[Fe/H],4.43,72.2195,9.65278
1042,HD 96063 b,HD 96063,1,1,Radial Velocity,2011,W. M. Keck Observatory,362.5,1.11,403.6441,0.17,,,,5020,4.75,1.37,,,3.33,140.065,7.96991
1043,HD 96127 b,HD 96127,1,1,Radial Velocity,2011,McDonald Observatory,647.29999,1.42,6661.7168,0.3,,,,3943,51.1,10.94,-0.24,[Fe/H],2.06,587.659,6.88245
1044,HD 96167 b,HD 96167,2,1,Radial Velocity,2009,W. M. Keck Observatory,498.04,1.332,227.88411,0.685,,,,5733,1.94,1.27,,,3.99,85.3006,7.92849
1045,HD 96700 b,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,8.1245,0.0777,8.9,0.138,,,G0 V,5845,,0.89,-0.18,[Fe/H],4.39,25.4111,6.35547
1046,HD 96700 c,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,19.88,0.141,3.5,0.293,,,G0 V,5845,,0.89,-0.18,[Fe/H],4.39,25.4111,6.35547
1047,HD 96700 d,HD 96700,1,3,Radial Velocity,2021,La Silla Observatory,103.5,0.424,12.7,0.27,,,G0 V,5845,,0.89,-0.18,[Fe/H],4.39,25.4111,6.35547
1048,HD 96992 b,HD 96992,1,1,Radial Velocity,2021,Multiple Observatories,514,1.24,362.3262,0.41,,,,4725,7.43,0.96,-0.45,[Fe/H],2.76,396.082,8.27377
1049,HD 97048 b,HD 97048,1,1,Disk Kinematics,2019,Atacama Large Millimeter Array (ALMA),,130,794.575,,,,Be9.5/AO,10000,2.25,2.4,,,,183.857,8.33867
1050,HD 97658 b,HD 97658,1,1,Radial Velocity,2010,W. M. Keck Observatory,9.4897116,,8.3,0.05,,751,K1 V,5212,0.73,0.85,-0.23,[Fe/H],4.64,21.5618,7.5136
1051,HD 98219 b,HD 98219,1,1,Radial Velocity,2011,W. M. Keck Observatory,433.8,1.26,624.21812,0.079,,,,4925,4.6,1.41,,,3.36,113.704,7.79079
1052,HD 98649 b,HD 98649,1,1,Radial Velocity,2012,La Silla Observatory,6022.9725,6.57,2158.0657,0.86,,,G3/G5 V,5790,1.01,1.03,0.05,[Fe/H],4.51,42.1727,7.82889
1053,HD 98736 b,HD 98736,2,1,Radial Velocity,2018,W. M. Keck Observatory,968.8,1.864,740.5439,0.226,,,,5271,0.93,0.92,0.36,[Fe/H],,32.4459,7.75446
1054,HD 99109 b,HD 99109,1,1,Radial Velocity,2005,W. M. Keck Observatory,439.29999,1.11,139.8452,0.09,,,,5282,0.98,0.76,0.35,[Fe/H],4.34,54.7901,8.86823
1055,HD 99492 b,HD 99492,2,1,Radial Velocity,2004,W. M. Keck Observatory,17.0431,0.12,22.2481,0.25,,,,4815,0.83,0.48,0.24,[Fe/H],4.28,18.2038,7.26005
1056,HD 99706 b,HD 99706,1,2,Radial Velocity,2011,W. M. Keck Observatory,841,1.98,390.9309,0.25,,,,4862,5.52,1.46,,,3.09,146.6,7.37747
1057,HD 99706 c,HD 99706,1,2,Radial Velocity,2018,W. M. Keck Observatory,1278,,1808.4527,0.411,,,,,,1.72,,,,146.6,7.37747
1058,HIP 105854 b,HIP 105854,1,1,Radial Velocity,2014,Multiple Observatories,184.2,0.81,2606.1,0.02,,,K2 III,4780,,2.1,0.31,[Fe/H],2.94,78.6381,5.28614
1059,HIP 107772 b,HIP 107772,1,1,Radial Velocity,2020,Multiple Observatories,55.199,0.243,12.9,0.18,,,M0 V,,,0.63,,,,23.6434,9.93207
1060,HIP 107773 b,HIP 107773,1,1,Radial Velocity,2015,Multiple Observatories,144.3,0.72,629.3034,0.09,,,K1 III,4945,11.6,2.42,0.03,[Fe/H],2.6,105.18,5.36073
1061,HIP 109384 b,HIP 109384,1,1,Radial Velocity,2016,Haute-Provence Observatory,499.48,1.134,495.8148,0.549,,,G5,5180,,0.78,-0.26,[Fe/H],4.43,58.9582,9.387981
1062,HIP 109600 b,HIP 109600,2,1,Radial Velocity,2016,Haute-Provence Observatory,232.08,0.706,851.7844,0.163,,,G5,5530,,0.87,-0.12,[Fe/H],4.45,66.3361,9.003861
1063,HIP 114933 b,HIP 114933,1,1,Radial Velocity,2021,Multiple Observatories,1481.6,2.84,616.58711,0.21,,,K0 III,4823,5.27,1.39,0.06,[Fe/H],2.99,101.766,6.97658
1064,HIP 116454 b,HIP 116454,2,1,Transit,2014,K2,9.1205,,12.7132,0.2,,,,5089,0.72,0.81,-0.16,[Fe/H],4.59,62.4491,9.93208
1065,HIP 12961 b,HIP 12961,1,1,Radial Velocity,2010,La Silla Observatory,57.435,0.25,114.4188,0.17,,,,3901,0.65,0.69,-0.14,[Fe/H],4.65,23.371,9.59893
1066,HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,W. M. Keck Observatory,6.673892,0.0696,1239.537,0.14399,,,G5,5544,1.07,1.01,0.24,[Fe/H],,50.48,8.33307
1067,HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,W. M. Keck Observatory,147.747,0.549,416.3573,0.1566,,,G5,5544,1.07,1.01,0.24,[Fe/H],,50.48,8.33307
1068,HIP 14810 d,HIP 14810,1,3,Radial Velocity,2009,W. M. Keck Observatory,981.8,1.94,187.5197,0.185,,,G5,5544,1.07,1.01,0.24,[Fe/H],,50.48,8.33307
1069,HIP 35173 b,HIP 35173,1,1,Radial Velocity,2019,Las Campanas Observatory,41.516,0.217,12.7,0.16,,,K2 V,4881,,0.79,,,,33.1562,8.70829
1070,HIP 38594 b,HIP 38594,1,2,Radial Velocity,2020,Multiple Observatories,60.722,0.256,8.1,0.17,,,M0,,,0.61,,,,17.7886,9.08528
1071,HIP 38594 c,HIP 38594,1,2,Radial Velocity,2020,Multiple Observatories,3477.768,3.805,48.4,0.16,,,M0,,,0.61,,,,17.7886,9.08528
1072,HIP 41378 b,HIP 41378,1,5,Transit,2016,K2,15.572098,,,,,,,6226,1.34,1.17,,,,106.289,8.80998
1073,HIP 41378 c,HIP 41378,1,5,Transit,2016,K2,31.70648,,,,,,,6226,1.34,1.17,,,,106.289,8.80998
1074,HIP 41378 d,HIP 41378,1,5,Transit,2016,K2,1114,,,,,,,6226,1.34,1.17,,,,106.289,8.80998
1075,HIP 41378 e,HIP 41378,1,5,Transit,2016,K2,,,,,,,,6226,1.34,1.17,,,,106.289,8.80998
1076,HIP 41378 f,HIP 41378,1,5,Transit,2016,K2,1084,,,,,,,6226,1.34,1.17,,,,106.289,8.80998
1077,HIP 4845 b,HIP 4845,1,1,Radial Velocity,2020,Multiple Observatories,34.15,0.176,14.4,0.25,,,,,,0.62,,,,21.0974,9.37826
1078,HIP 48714 b,HIP 48714,1,1,Radial Velocity,2020,Multiple Observatories,17.818,0.112,22.9,0.5,,,M0.5 Ve,,,0.58,,,,10.5298,8.22861
1079,HIP 5158 b,HIP 5158,1,2,Radial Velocity,2009,La Silla Observatory,345.72,0.89,451,0.52,,,,4962,,0.78,0.1,[Fe/H],4.37,51.6026,9.80235
1080,HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,La Silla Observatory,9017.76,7.7,4780.1632,0.14,,,,4813,0.75,0.78,0.17,[M/H],4.58,51.6026,9.80235
1081,HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,7.76,0.063,8.62,0.2,,,K5 V,4021,,0.57,,,,18.7168,9.64076
1082,HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,Las Campanas Observatory,15.144,0.099,12.44,0.2,,,K5 V,4021,,0.57,,,,18.7168,9.64076
1083,HIP 56640 b,HIP 56640,1,1,Radial Velocity,2021,Multiple Observatories,2574.9,3.73,1166.43025,0.12,,,K1 III,4769,4.93,1.04,-0.03,[Fe/H],2.91,122.324,7.64993
1084,HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,8.1352,0.07,6.3566,0.19,,,,4510,0.78,0.29,0.01,[Fe/H],4.11,25.8618,8.57069
1085,HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,32.03,0.178,130,0.05,,,K4 V,4640,0.68,0.73,0.09,[Fe/H],4.71,25.8618,8.57069
1086,HIP 57274 d,HIP 57274,1,3,Radial Velocity,2011,W. M. Keck Observatory,431.7,1.01,167.4,0.27,,,K4 V,4640,0.68,0.73,0.09,[Fe/H],4.71,25.8618,8.57069
1087,HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013,Multiple Observatories,124.6,0.565,2917.56,0.23,,,G8,4830,,1.54,-0.31,[Fe/H],2.53,156.456,6.56453
1088,HIP 65 A b,HIP 65 A,2,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.9809734,0.01782,1021.18779,0,661,1411,K4 V,4590,0.72,0.78,0.18,[Fe/H],4.61,61.7856,10.5895
1089,HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,28.125,0.177,136.03124,0.14,,,K0,5460,,0.93,0.25,[Fe/H],4.47,61.7804,9.15101
1090,HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,Haute-Provence Observatory,67.3,0.316,249.17872,0.12,,,K0,5460,,0.93,0.25,[Fe/H],4.47,61.7804,9.15101
1091,HIP 65426 b,HIP 65426,1,1,Imaging,2017,Paranal Observatory,,92,2860.47,,,1500,A2 V,8840,1.77,1.96,,,,108.875,6.98273
1092,HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,Multiple Observatories,1084.5,2.81,1906.98,0.13,,,K0 III,5000,8.93,2.5,0.16,[Fe/H],2.9,150.292,6.48224
1093,HIP 67522 b,HIP 67522,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),6.959503,,,0.059,,1174,,5675,1.38,1.22,0,,,127.28,9.63261
1094,HIP 67537 b,HIP 67537,1,1,Radial Velocity,2017,Multiple Observatories,2556.5,4.91,3527.913,0.59,,,K1 III,4985,8.69,2.41,0.15,[Fe/H],2.85,116.046,6.17087
1095,HIP 67851 b,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,88.9,0.46,438.6054,0.05,,,K0 III,4890,5.92,1.63,0,[Fe/H],3.15,64.1181,5.89329
1096,HIP 67851 c,HIP 67851,1,2,Radial Velocity,2015,Multiple Observatories,2131.8,3.82,1900.6234,0.17,,,K0 III,4890,5.92,1.63,0,[Fe/H],3.15,64.1181,5.89329
1097,HIP 70849 b,HIP 70849,2,1,Radial Velocity,2009,La Silla Observatory,17337.5,20.25,2860,0.715,,,K7 V,4105,,0.63,,,,24.0572,9.69796
1098,HIP 71135 b,HIP 71135,1,1,Radial Velocity,2019,Las Campanas Observatory,87.19,0.335,18.8,0.21,,,M1,4146,,0.66,,,,32.3311,9.95835
1099,HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016,Multiple Observatories,822.3,2.1,762.792,0.07,,,K1 III,4850,5.77,1.74,0.2,[Fe/H],3.1,78.6562,6.75234
1100,HIP 75092 b,HIP 75092,1,1,Radial Velocity,2021,Multiple Observatories,926.4,2.02,568.91285,0.42,,,K0 III,4891,4.53,1.28,-0.01,[Fe/H],3.09,81.6696,6.82953
1101,HIP 78530 b,HIP 78530,1,1,Imaging,2010,Gemini Observatory,,740,7300,,,2700,B9 V,10500,,2.5,,,,136.759,7.14665
1102,HIP 79098 AB b,HIP 79098 AB,2,1,Imaging,2019,Paranal Observatory,,345,6515.515,,,2450,,,,3.75,,,,145.798,5.83871
1103,HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,W. M. Keck Observatory,111.7,0.36,667.415,0.29,,,M3 V,3191,,0.49,0.4,[Fe/H],,14.5324,10.2351
1104,HIP 8541 b,HIP 8541,2,1,Radial Velocity,2016,Multiple Observatories,1560.2,2.8,1748.065,0.16,,,K2 III/IV,4670,7.83,1.17,-0.15,[Fe/H],2.7,155.121,7.56075
1105,HIP 90988 b,HIP 90988,1,1,Radial Velocity,2021,Multiple Observatories,453.9,1.26,622.94368,0.08,,,K1 III,4883,3.94,1.3,0.17,[Fe/H],3.32,94.0349,7.46648
1106,HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013,Haute-Provence Observatory,5.0505,0.06,346.4347,0.02,,,,5519,0.89,0.97,0.23,[Fe/H],4.53,45.8846,8.45032
1107,HIP 97166 b,HIP 97166,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),10.28891,0.089,20,0.16,,757,K0 V,5198,0.84,0.9,0.27,[Fe/H],4.41,65.9501,9.68443
1108,HIP 97166 c,HIP 97166,1,2,Radial Velocity,2021,Multiple Observatories,16.84,0.124,9.9,0.25,,642,K0 V,5198,0.84,0.9,0.27,[Fe/H],4.41,65.9501,9.68443
1109,HIP 97233 b,HIP 97233,1,1,Radial Velocity,2014,Multiple Observatories,1058.8,2.55,6356.3,0.61,,,K0,5020,5.34,1.93,0.29,[Fe/H],3.26,102.275,7.07025
1110,HN Peg b,HN Peg,1,1,Imaging,2006,Spitzer Space Telescope,,773,6991.57,,,,G0 V,,,,,,,18.1186,5.82363
1111,HR 2562 b,HR 2562,1,1,Imaging,2016,Gemini Observatory,,20.3,9534.9,,,1200,F5 V,,,1.3,0.02,[M/H],,34.0071,5.99741
1112,HR 5183 b,HR 5183,2,1,Radial Velocity,2019,Multiple Observatories,27000,18,1026.5909,0.84,,171,,5794,1.53,1.07,0.1,[Fe/H],4.02,31.4607,6.17464
1113,HR 810 b,HR 810,1,1,Radial Velocity,1999,La Silla Observatory,302.79999,0.92,721.4741,0.14,,,,6167,1.13,1.34,0.16,[Fe/H],4.46,17.3181,5.25587
1114,HR 858 b,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.58599,0.048,,0.3,989.7,1572,,6201,1.31,1.15,-0.14,[Fe/H],4.26,31.964,6.25276
1115,HR 858 c,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.97293,0.0674,,0.19,512,1326,,6201,1.31,1.15,-0.14,[Fe/H],4.26,31.964,6.25276
1116,HR 858 d,HR 858,2,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.23,0.1027,,0.28,217,1075,,6201,1.31,1.15,-0.14,[Fe/H],4.26,31.964,6.25276
1117,HR 8799 b,HR 8799,1,4,Imaging,2008,Gemini Observatory,170000,68,2000,,,,A5 V,,,1.5,-0.47,[M/H],,41.2441,5.90914
1118,HR 8799 c,HR 8799,1,4,Imaging,2008,Gemini Observatory,69000,38,3000,,,,A5 V,,,1.5,-0.47,[M/H],,41.2441,5.90914
1119,HR 8799 d,HR 8799,1,4,Imaging,2008,W. M. Keck Observatory,37000,24,3000,,,,A5 V,,,1.5,-0.47,[M/H],,41.2441,5.90914
1120,HR 8799 e,HR 8799,1,4,Imaging,2010,W. M. Keck Observatory,,16.4,3178.3,0.15,,1150,A5,7400,,,-0.5,[Fe/H],4,41.2441,5.90914
1121,HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,2390,3.6,1875.197,0,,,,,,0.88,,,,,16.4718
1122,HU Aqr AB c,HU Aqr,2,2,Eclipse Timing Variations,2011,Yunnan Astronomical Observatory,4368,5.4,1430.235,0.51,,,,,,0.88,,,,,16.4718
1123,HW Vir b,HW Vir,3,1,Eclipse Timing Variations,2012,McDonald Observatory,4640,4.69,4602.90201,0.4,,,,,,0.48,,,,171.701,10.6098
1124,IC 4651 9122 b,IC 4651 9122,1,1,Radial Velocity,2018,La Silla Observatory,734,2.038,2002.329,0.18,,,,,,2.1,0.12,[Fe/H],2.52,859.324,10.5336
1125,K2-10 b,K2-10,1,1,Transit,2015,K2,19.3044,,27,0.31,,,,5620,0.98,0.92,-0.07,[Fe/H],4.5,272.36,12.2156
1126,K2-100 b,K2-100,1,1,Transit,2016,K2,1.6739035,0.0301,21.8,0,1915,1841,G0 V,5945,1.24,1.15,0.22,[Fe/H],4.33,188.959,10.4053
1127,K2-101 b,K2-101,1,1,Transit,2016,K2,14.6762429,0.1124,,,,618,,4927,0.76,0.82,0.07,[Fe/H],4.59,188.33,12.6619
1128,K2-102 b,K2-102,1,1,Transit,2016,K2,9.915615,,,0.1,,,,4695,0.71,0.77,0.14,[Fe/H],,188.175,12.8466
1129,K2-104 b,K2-104,1,1,Transit,2016,K2,1.9741954,0.0242,,,,798,,3712,0.48,0.51,0.18,[Fe/H],4.78,189.289,15.3955
1130,K2-105 b,K2-105,1,1,Transit,2017,K2,8.2669928,0.0833,,,,928,,5636,0.97,1.05,0.23,[Fe/H],4.49,197.989,11.7124
1131,K2-107 b,K2-107,1,1,Transit,2017,K2,3.313959,0.0475,,,,1649,,6061,1.81,1.3,0.14,[Fe/H],4.04,685.2,12.7669
1132,K2-108 b,K2-108,1,1,Transit,2017,K2,4.733999,0.0581,,,,1360,,5599,1.76,1.17,0.36,[Fe/H],4.02,477.295,12.1704
1133,K2-11 b,K2-11,1,1,Transit,2015,K2,39.93767,0.2257,,,,734,,5433,5.15,1.35,-0.12,[Fe/H],,329.309,13.1501
1134,K2-110 b,K2-110,1,1,Transit,2017,K2,13.86387,0.1027,,,,575,,4950,0.71,0.75,-0.21,[Fe/H],4.61,116.474,11.6627
1135,K2-111 b,K2-111,1,2,Transit,2017,K2,5.3518,0.057,5.29,0.13,,,G2,5775,1.25,0.84,-0.46,[Fe/H],4.25,200.394,10.9294
1136,K2-111 c,K2-111,1,2,Radial Velocity,2020,Multiple Observatories,15.6785,0.1166,11.3,0.07,,,G2,5775,1.25,0.84,-0.46,[Fe/H],4.25,200.394,10.9294
1137,K2-113 b,K2-113,1,1,Transit,2017,K2,5.817685,0.0642,,,,1098,,5660,1.24,1.04,0.27,[Fe/H],4.27,635.722,13.5039
1138,K2-114 b,K2-114,1,1,Transit,2017,K2,11.3909344,0.0983,,,,722,,5039,0.87,0.89,0.38,[Fe/H],4.51,475.758,14.2751
1139,K2-115 b,K2-115,1,1,Transit,2017,K2,20.272615,0.143,,,,619,,5657,0.88,0.95,-0.1,[Fe/H],4.53,413.591,13.2
1140,K2-116 b,K2-116,1,1,Transit,2017,K2,4.655411,0.048,,0.06,78.6,,,4348.35,0.67,0.69,,,,49.3855,10.3281
1141,K2-117 b,K2-117,1,2,Transit,2017,K2,1.2916,0.0189,,,,868,,3778,0.51,0.54,-0.05,[Fe/H],4.75,101.632,13.8012
1142,K2-117 c,K2-117,1,2,Transit,2017,K2,5.444017,0.0492,,,,537,,3778,0.51,0.54,-0.05,[Fe/H],4.75,101.632,13.8012
1143,K2-118 b,K2-118,1,1,Transit,2017,K2,50.92092,0.245,,0.2,4.3,,,4726.29,0.73,0.76,,,,321.722,13.7484
1144,K2-119 b,K2-119,1,1,Transit,2017,K2,7.727283,0.0698,,,,666,,4740,0.71,0.76,-0.05,[Fe/H],4.62,365.581,14.5103
1145,K2-12 b,K2-12,1,1,Transit,2015,K2,8.28212,0.0802,,,,1003,,5800,1.01,1.01,0.03,[Fe/H],,326.381,12.0884
